processed,target,version
timestamp failed at play check ip address timestamp task create snapshot base snapshot on test vm 1645006362701 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play stat host time timestamp task create snapshot base snapshot on test vm 1645006362701 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play check os full name timestamp task create snapshot base snapshot on test vm 1645006362701 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play check efi firmware timestamp task create snapshot base snapshot on test vm 1645006362701 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play cpu hot add basic timestamp task create snapshot base snapshot on test vm 1645006362701 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play ovt verify install timestamp task create snapshot base snapshot on test vm 1645006357061 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play ovt verify status timestamp task create snapshot base snapshot on test vm 1645006357061 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play memory hot add basic timestamp task create snapshot base snapshot on test vm 1645006357061 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play secure boot enable disable timestamp task create snapshot base snapshot on test vm 1645006357061 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play go sc perl dhcp timestamp task create snapshot base snapshot on test vm 1645006357061 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play go sc perl static ip timestamp task create snapshot base snapshot on test vm 1645006357061 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play go sc cloud init dhcp timestamp task create snapshot base snapshot on test vm 1645006357061 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play vg auth check service timestamp task create snapshot base snapshot on test vm 1645006357061 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play go sc cloud init static ip timestamp task create snapshot base snapshot on test vm 1645006357061 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play ovt verify un install timestamp task create snapshot base snapshot on test vm 1645006357061 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play check ip address timestamp task create snapshot base snapshot on test vm 1645006357061 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play stat host time timestamp task create snapshot base snapshot on test vm 1645006357061 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play check inbox driver timestamp task create snapshot base snapshot on test vm 1645006357061 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play check os full name timestamp task create snapshot base snapshot on test vm 1645006357061 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play check efi firmware timestamp task create snapshot base snapshot on test vm 1645006357061 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play cpu hot add basic timestamp task create snapshot base snapshot on test vm 1645006357061 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play ovt verify install timestamp task create snapshot base snapshot on test vm 1645006378126 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play ovt verify status timestamp task create snapshot base snapshot on test vm 1645006378126 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play secure boot enable disable timestamp task create snapshot base snapshot on test vm 1645006378126 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play go sc perl dhcp timestamp task create snapshot base snapshot on test vm 1645006378126 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play go sc perl static ip timestamp task create snapshot base snapshot on test vm 1645006378126 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play go sc cloud init dhcp timestamp task create snapshot base snapshot on test vm 1645006378126 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play vg auth check service timestamp task create snapshot base snapshot on test vm 1645006378126 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play testbed deploy nimbus timestamp task fail fatal localhost failed get deployment result in testbed info json is not pass deployment result invalid,nimbus,202205240000
timestamp failed at play testbed deploy nimbus timestamp task fail fatal localhost failed get deployment result in testbed info json is not pass,nimbus,202205240000
timestamp failed at play ovt verify install timestamp task collect filtered guest information for ip address fatal localhost un reachable failed to connect to the host via ssh warning permanently added ip address to the list of known hosts root ip address permission denied public key gss api k eye x gss api with mic,testbed,202205240000
timestamp failed at play environment setup timestamp task check super shell fatal localhost un reachable failed to connect to the host via ssh root ip address permission denied public key keyboard interactive,testbed,202205240000
timestamp failed at play environment setup timestamp task get shell executable on esxi server fatal localhost un reachable failed to connect to the host via ssh root ip address permission denied public key keyboard interactive,testbed,202205240000
timestamp failed at play check os full name timestamp task create snapshot base snapshot on test vm 1645006395172 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play go sc cloud init static ip timestamp task create snapshot base snapshot on test vm 1645006378126 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play ovt verify un install timestamp task create snapshot base snapshot on test vm 1645006378126 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play check ip address timestamp task create snapshot base snapshot on test vm 1645006378126 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play stat host time timestamp task create snapshot base snapshot on test vm 1645006378126 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play testbed deploy nimbus timestamp task transfer nimbus testbed deploy spec to database c server fatal localhost un reachable invalid incorrect username password skipping remaining 3 retries to prevent account lockout warning permanently added wdc eng vmware com to the list of known hosts permission denied please try again permission denied please try again svc go sv automation wdc eng vmware com permission denied public key gss api k eye x gss api with mic password,infra,202205240000
timestamp failed at play testbed deploy nimbus timestamp task transfer nimbus testbed deploy spec to database c server fatal localhost un reachable invalid incorrect username password skipping remaining 4 retries to prevent account lockout warning permanently added wdc eng vmware com to the list of known hosts permission denied please try again permission denied please try again svc go sv automation wdc eng vmware com permission denied public key gss api k eye x gss api with mic password,infra,202205240000
timestamp failed at play testbed deploy nimbus timestamp task fail fatal localhost failed there is no vmfs data store on esxi server ip address nimbus testbed deployment failed,nimbus,202205240000
timestamp failed at play testbed deploy nimbus timestamp task fail fatal localhost failed failed to fetch nimbus testbed deploy result http sc eng vmware com qiz nimbus testbed result ansible windows server lts c lsi logic sas bios 18 testbed info json from database c servers c eng vmware com nimbus testbed deployment failed,nimbus,202205240000
timestamp failed at play memory hot add basic timestamp task get esxi host specified property exception in vmware python when connect to api in ssl python when do handshake fatal localhost failed unable to connect to vcenter or esxi api at ip address on tcp 443 eof occurred in violation of protocol ssl c 1123,testbed,202205240000
timestamp failed at play check inbox driver timestamp task create snapshot base snapshot on test vm 1645006378126 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play para virtual v hba device ops timestamp task run io zone test on new added disk fatal localhost ip address failed non zero return code,testcase,202205240000
timestamp failed at play check os full name timestamp task create snapshot base snapshot on test vm 1645006378126 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play cpu multi cores per socket timestamp task set vm cpu number and or cores per socket number fatal localhost failed an error occurred while communicating with the remote host,testbed,202205240000
timestamp failed at play lsi logic sas v hba device ops timestamp task absent disk to vm exception in vmware guest disk python when main in vmware python when wait for task fatal localhost failed failed to manage disks for virtual machine test vm with exception an error occurred while communicating with the remote host none,testbed,202205240000
timestamp failed at play lsi logic sas v hba device ops timestamp task present disk to vm exception in vmware guest disk python when main in vmware python when wait for task fatal localhost failed failed to manage disks for virtual machine test vm with exception unable to communicate with the remote host since it is disconnected none,testbed,202205240000
timestamp failed at play check efi firmware timestamp task create snapshot base snapshot on test vm 1645006378126 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play ovt verify status timestamp task create snapshot base snapshot on test vm 1645006396465 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play environment setup timestamp task add a new adapter in vswitch timestamp 06 30 45 page to vm ansible router vm timestamp 06 30 45 exception in vmware guest network python when nic present in vmware python when wait for task fatal localhost failed unable to communicate with the remote host since it is disconnected none,testbed,202205240000
timestamp failed at play network device ops timestamp task add a standard vswitch vswitch timestamp 09 12 56 to esxi host exception in vmware vswitch python when state create vswitch in soap adapter python when invoke method fatal localhost failed failed to add vswitch vswitch timestamp 09 12 56 due to generic exception vmodl fault host not connected dynamic property vmodl dynamic property message unable to communicate with the remote host since it is disconnected fault message vmodl localizable message,testbed,202205240000
timestamp failed at play memory hot add basic timestamp task create snapshot base snapshot on test vm 1645006396465 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play secure boot enable disable timestamp task create snapshot base snapshot on test vm 1645006396465 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play check inbox driver timestamp task collect filtered guest information for ip address fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error 104 connection reset by peer,targetvm,202205240000
timestamp failed at play vmxnet 3 network device ops timestamp task get specified property info for vm test vm exception in vmware python when connect to api in socket python when create connection fatal localhost failed unknown error while connecting to vcenter or esxi api at ip address error number 113 no route to host,testbed,202205240000
timestamp failed at play go sc cloud init dhcp timestamp task get specified property info for vm test vm exception in vmware python when connect to api in socket python when create connection fatal localhost failed unknown error while connecting to vcenter or esxi api at ip address error number 113 no route to host,testbed,202205240000
timestamp failed at play go sc cloud init static ip timestamp task get specified property info for vm test vm exception in vmware python when connect to api in socket python when create connection fatal localhost failed unknown error while connecting to vcenter or esxi api at ip address error number 113 no route to host,testbed,202205240000
timestamp failed at play go sc perl dhcp timestamp task create snapshot base snapshot on test vm 1645006396465 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play go sc perl static ip timestamp task create snapshot base snapshot on test vm 1645006396465 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play deploy vm efi nvme vmxnet 3 timestamp task wait for message auto install is completed appear in vm log bundle serial timestamp log fatal localhost failed ok 54 bytes timestamp task exit testing when exit testing when fail is set true fatal localhost failed failed to run test case deploy vm efi nvme vmxnet 3,targetvm,202205240000
timestamp failed at play para virtual v hba device ops timestamp task get specified property info for vm test vm exception in vmware python when connect to api in socket python when create connection fatal localhost failed unknown error while connecting to vcenter or esxi api at ip address error number 113 no route to host,testbed,202205240000
timestamp failed at play lsi logic v hba device ops timestamp task get specified property info for vm test vm exception in vmware python when connect to api in socket python when create connection fatal localhost failed unknown error while connecting to vcenter or esxi api at ip address error number 113 no route to host,testbed,202205240000
timestamp failed at play deploy vm efi para virtual timestamp task configure vm cdrom to client exception in vmware python when connect to api in socket python when create connection fatal localhost failed unknown error while connecting to vcenter or esxi api at ip address error number 110 connection timed out timestamp task revert snapshot failed fatal localhost failed revert to snapshot base snapshot failed,testbed,202205240000
timestamp failed at play go sc cloud init dhcp timestamp task create snapshot base snapshot on test vm 1645006396465 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play vg auth check service timestamp task create snapshot base snapshot on test vm 1645006396465 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play go sc cloud init static ip timestamp task create snapshot base snapshot on test vm 1645006396465 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play para virtual v hba device ops timestamp task create snapshot base snapshot on test vm 1645006396465 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play sata v hba device ops timestamp task create snapshot base snapshot on test vm 1645006396465 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play ovt verify un install timestamp task create snapshot base snapshot on test vm 1645006396465 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play check ip address timestamp task create snapshot base snapshot on test vm 1645006396465 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play stat balloon timestamp task create snapshot base snapshot on test vm 1645006396465 fatal localhost failed insufficient disk space on data store,testbed,202205240000
timestamp failed at play vmxnet 3 network device ops timestamp task try to ping ip fatal localhost failed non zero return code when ping,targetvm,202205240000
timestamp failed at play go sc perl static ip timestamp task gos customization failed fatal localhost failed vm dns domain search domains are not expected search domains test com go sc test com,product,202205240000
timestamp failed at play sata v hba device ops timestamp task create partition of the raw disk in windows guest os connection reset error error number 104 connection reset by peer url library 3 exceptions protocol error connection aborted connection reset error 104 connection reset by peer requests exceptions connection error connection aborted connection reset error 104 connection reset by peer fatal localhost failed unexpected failure during module execution,targetvm,202205240000
timestamp failed at play nvme v hba device ops timestamp task create partition of the raw disk in windows guest os connection reset error error number 104 connection reset by peer url library 3 exceptions protocol error connection aborted connection reset error 104 connection reset by peer requests exceptions connection error connection aborted connection reset error 104 connection reset by peer fatal localhost failed unexpected failure during module execution,targetvm,202205240000
timestamp failed at play lsi logic sas v hba device ops timestamp task get vmware tools version and build number in guest os connection reset error error number 104 connection reset by peer url library 3 exceptions protocol error connection aborted connection reset error 104 connection reset by peer requests exceptions connection error connection aborted connection reset error 104 connection reset by peer fatal localhost failed unexpected failure during module execution,targetvm,202205240000
timestamp failed at play nvme v hba device ops timestamp task execute powershell command in windows guest connection reset error error number 104 connection reset by peer url library 3 exceptions protocol error connection aborted connection reset error 104 connection reset by peer requests exceptions connection error connection aborted connection reset error 104 connection reset by peer url library 3 exceptions connect timeout error url library 3 connection https connection object at hex id connection to ip address timed out connect timeout 30 url library 3 exceptions max retry error https connection pool host ip address port 5986 max retries exceeded with url wsman caused by connect timeout error url library 3 connection https connection object at hex id connection to ip address timed out connect timeout 30 requests exceptions connect timeout https connection pool host ip address port 5986 max retries exceeded with url wsman caused by connect timeout error url library 3 connection https connection object at hex id connection to ip address timed out connect timeout 30 fatal localhost failed unexpected failure during module execution,targetvm,202205240000
timestamp failed at play check efi firmware timestamp task get firmware type in windows guest os fatal localhost un reachable basic connection aborted connection reset error 104 connection reset by peer,targetvm,202205240000
timestamp failed at play para virtual v hba device ops timestamp task execute powershell command in windows guest fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error 104 connection reset by peer,targetvm,202205240000
timestamp failed at play sata v hba device ops timestamp task execute powershell command in windows guest fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error 104 connection reset by peer,targetvm,202205240000
timestamp failed at play cpu hot add basic timestamp task shutdown guest os inside os fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error 104 connection reset by peer,targetvm,202205240000
timestamp failed at play cpu multi cores per socket timestamp task shutdown guest os inside os fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error 104 connection reset by peer,targetvm,202205240000
timestamp failed at play nvme v hba device ops timestamp task execute powershell command in windows guest fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error 104 connection reset by peer,targetvm,202205240000
timestamp failed at play win tools un install verify timestamp task execute powershell command in windows guest fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error 104 connection reset by peer,targetvm,202205240000
timestamp failed at play deploy vm efi nvme vmxnet 3 timestamp task upload local file to esxi data store connection reset error error number 104 connection reset by peer url library error url error url open error error number 104 connection reset by peer type error url error object is not sub scriptable fatal localhost failed module failure see stdout stderr for the exact error timestamp task exit testing when exit testing when fail is set true fatal localhost failed failed to run test case deploy vm efi nvme vmxnet 3,targetvm,202205240000
timestamp failed at play sata v hba device ops timestamp task create partition of the raw disk in windows guest os fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error 104 connection reset by peer,targetvm,202205240000
timestamp failed at play check quiesce snapshot timestamp task copy file from local to windows guest fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error 104 connection reset by peer,targetvm,202205240000
timestamp failed at play check quiesce snapshot timestamp task check if specified file exists in windows guest os fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error 104 connection reset by peer,targetvm,202205240000
timestamp failed at play lsi logic sas v hba device ops timestamp task execute powershell command in windows guest fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error 104 connection reset by peer,targetvm,202205240000
timestamp failed at play stat balloon timestamp task execute powershell command in windows guest fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error 104 connection reset by peer,targetvm,202205240000
timestamp failed at play mouse driver vm tools timestamp task execute powershell command in windows guest fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error 104 connection reset by peer,targetvm,202205240000
timestamp failed at play go sc sanity dhcp timestamp task get the absolute path in windows guest fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error 104 connection reset by peer,targetvm,202205240000
timestamp failed at play network device ops timestamp task execute powershell command in windows guest fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error 104 connection reset by peer,targetvm,202205240000
timestamp failed at play vg auth check service timestamp task check specified service vg auth service status in windows fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error 104 connection reset by peer,targetvm,202205240000
timestamp failed at play cpu multi cores per socket timestamp task get number of logical processors in windows guest os fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error 104 connection reset by peer,targetvm,202205240000
timestamp failed at play check efi firmware timestamp task get firmware type in windows guest os fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error 104 connection reset by peer,targetvm,202205240000
timestamp failed at play memory hot add basic timestamp task execute powershell command in windows guest fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error 104 connection reset by peer,targetvm,202205240000
timestamp failed at play sata v hba device ops timestamp task create an empty file in windows guest os fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error 104 connection reset by peer,targetvm,202205240000
timestamp failed at play vmxnet 3 network device ops timestamp task execute powershell command in windows guest fatal localhost un reachable failed to connect to the host via psrp connection aborted connection reset error 104 connection reset by peer,targetvm,202205240000
timestamp failed at play check ip address timestamp task execute powershell command in windows guest fatal localhost un reachable basic connection aborted connection reset error 104 connection reset by peer,targetvm,202205240000
timestamp failed at play deploy vm efi nvme vmxnet 3 timestamp task wait for port 22 to become open or contain specific keyword connection reset error error number 104 connection reset by peer fatal localhost failed module failure see stdout stderr for the exact error timestamp task exit testing when exit testing when fail is set true fatal localhost failed failed to run test case deploy vm efi nvme vmxnet 3,targetvm,202205240000
timestamp failed at play ovt verify install timestamp task check vm test vm 1644612776118 ip address fatal localhost failed failed to get vm test vm 1644612776118 ip address,targetvm,202205240000
timestamp failed at play deploy vm efi nvme timestamp task check vm test windows server lts c 22538 ip address fatal localhost failed failed to get vm test windows server lts c 22538 ip address timestamp task revert snapshot failed fatal localhost failed revert to snapshot base snapshot failed,targetvm,202205240000
timestamp failed at play ovt verify install timestamp task check vm test vm ip address fatal localhost failed failed to get vm test vm ip address,targetvm,202205240000
timestamp failed at play ovt verify un install timestamp task check vm test rhel 8 ip address fatal localhost failed failed to get vm test rhel 8 ip address,targetvm,202205240000
timestamp failed at play deploy vm efi lsi logic sas timestamp task check vm test vm ip address fatal localhost failed failed to get vm test vm ip address timestamp task testing exit due to failure fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy vm efi lsi logic sas e1000e,targetvm,202205240000
timestamp failed at play deploy vm bios sata timestamp task check vm test vm ip address fatal localhost failed failed to get vm test vm ip address timestamp task testing exit due to failure fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy vm bios sata e1000e,targetvm,202205240000
timestamp failed at play deploy vm bios sata timestamp task check vm test vm 1650556495367 ip address fatal localhost failed failed to get vm test vm 1650556495367 ip address timestamp task testing exit due to failure fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy vm bios sata e1000e,targetvm,202205240000
timestamp failed at play deploy vm bios ide timestamp task check vm test vm ip address fatal localhost failed failed to get vm test vm ip address timestamp task testing exit due to failure fatal localhost failed exit testing when exit testing when fail is set to true in test case deploy vm bios ide e1000e,targetvm,202205240000
