ngram,partition,token,attention,predict,confidence
1,,to,0.11888885498046875,,
1,,create,0.09835779666900635,,
1,25,reach,0.053716596215963364,product,0.8073768019676208
1,,##able,0.061903178691864014,,
1,,failed,0.3143370747566223,,
1,,to,0.10713925212621689,,
1,,create,0.0715385228395462,,
1,,temporary,0.12786847352981567,,
1,26,failed,0.31900322437286377,testcase,0.3914666473865509
1,,to,0.10818798840045929,,
1,,create,0.09790892899036407,,
1,,temporary,0.08098464459180832,,
1,,directory,0.14399470388889313,,
1,27,to,0.23030595481395721,testcase,0.3909742534160614
1,,create,0.1088859885931015,,
1,,temporary,0.1011563166975975,,
1,,directory,0.13979974389076233,,
1,,in,0.142703115940094,,
1,28,create,0.25414320826530457,targetvm,0.5017130374908447
1,,temporary,0.10255228728055954,,
1,,directory,0.1165560707449913,,
1,,in,0.06187153607606888,,
1,,some,0.14221243560314178,,
1,29,temporary,0.21621589362621307,targetvm,0.38105079531669617
1,,directory,0.22320644557476044,,
1,,in,0.04813554883003235,,
1,,some,0.04124930500984192,,
1,,cases,0.06458132714033127,,
1,30,directory,0.349947065114975,testcase,0.4477481544017792
1,,in,0.02846425399184227,,
1,,some,0.030270492658019066,,
1,,cases,0.04160104691982269,,
1,,you,0.29756444692611694,,
1,31,in,0.0569470077753067,product,0.5408642888069153
1,,some,0.0430920347571373,,
1,,cases,0.06859110295772552,,
1,,you,0.20620012283325195,,
1,,may,0.26327455043792725,,
1,32,some,0.08484895527362823,product,0.5565800070762634
1,,cases,0.11148285865783691,,
1,,you,0.2214798778295517,,
1,,may,0.07996492832899094,,
1,,have,0.14420442283153534,,
1,33,cases,0.13685372471809387,product,0.5310862064361572
1,,you,0.2113054394721985,,
1,,may,0.08969476819038391,,
1,,have,0.07448384165763855,,
1,,been,0.15518811345100403,,
1,34,you,0.24269436299800873,product,0.5446754097938538
1,,may,0.12928219139575958,,
1,,have,0.08609767258167267,,
1,,been,0.0757259950041771,,
1,,able,0.139637291431427,,
1,35,may,0.21220919489860535,product,0.5184197425842285
1,,have,0.10087327659130096,,
1,,been,0.09817283600568771,,
1,,able,0.1078852042555809,,
1,,to,0.12867972254753113,,
1,36,have,0.23632578551769257,product,0.5384035706520081
1,,been,0.10043996572494507,,
1,,able,0.09603577852249146,,
1,,to,0.07690958678722382,,
1,,authentic,0.1007024347782135,,
1,,##ate,0.06907707452774048,,
1,37,been,0.2648606300354004,product,0.5198423266410828
1,,able,0.10959695279598236,,
1,,to,0.08439993113279343,,
1,,authentic,0.06009272485971451,,
1,,##ate,0.038777731359004974,,
1,,and,0.15283310413360596,,
1,38,able,0.22893112897872925,product,0.6032425761222839
1,,to,0.09364098310470581,,
1,,authentic,0.057137757539749146,,
1,,##ate,0.034245334565639496,,
1,,and,0.08355377614498138,,
1,,did,0.21588709950447083,,
1,39,to,0.268496036529541,product,0.6751318573951721
1,,authentic,0.04924500733613968,,
1,,##ate,0.03553740680217743,,
1,,and,0.05021297186613083,,
1,,did,0.13944193720817566,,
1,,not,0.14962467551231384,,
1,40,authentic,0.13298296928405762,product,0.5431858897209167
1,,##ate,0.07899349927902222,,
1,,and,0.1341119110584259,,
1,,did,0.13334323465824127,,
1,,not,0.07568221539258957,,
1,,have,0.12955623865127563,,
1,41,and,0.17871376872062683,product,0.4739888906478882
1,,did,0.14095115661621094,,
1,,not,0.09065046161413193,,
1,,have,0.03945552185177803,,
1,,permission,0.08752413094043732,,
1,,##s,0.13010360300540924,,
1,42,did,0.26817411184310913,product,0.45976272225379944
1,,not,0.11428576707839966,,
1,,have,0.05121300369501114,,
1,,permission,0.0921672135591507,,
1,,##s,0.05552321672439575,,
1,,on,0.09245626628398895,,
1,43,not,0.2504510283470154,product,0.45512038469314575
1,,have,0.0949612483382225,,
1,,permission,0.0972018837928772,,
1,,##s,0.055611502379179,,
1,,on,0.05147958919405937,,
1,,the,0.16140317916870117,,
1,44,have,0.29285871982574463,product,0.49297723174095154
1,,permission,0.09958714246749878,,
1,,##s,0.08101075887680054,,
1,,on,0.049286581575870514,,
1,,the,0.05736853927373886,,
1,,target,0.07432258129119873,,
1,45,permission,0.2215178906917572,testcase,0.4495767652988434
1,,##s,0.15596143901348114,,
1,,on,0.07806934416294098,,
1,,the,0.09129848331212997,,
1,,target,0.07304668426513672,,
1,,directory,0.0765722244977951,,
1,46,on,0.13608905673027039,testcase,0.5789778828620911
1,,the,0.06619024276733398,,
1,,target,0.06202774494886398,,
1,,directory,0.07924160361289978,,
1,,consider,0.2295648157596588,,
1,47,the,0.080243781208992,product,0.6607891321182251
1,,target,0.051979951560497284,,
1,,directory,0.09880323708057404,,
1,,consider,0.16565707325935364,,
1,,changing,0.26164743304252625,,
1,48,target,0.06113537773489952,product,0.5547982454299927
1,,directory,0.11476563662290573,,
1,,consider,0.1733444631099701,,
1,,changing,0.18863850831985474,,
1,,the,0.20196247100830078,,
1,49,directory,0.2341577708721161,product,0.4380212426185608
1,,consider,0.2643766403198242,,
1,,changing,0.15036442875862122,,
1,,the,0.06440143287181854,,
1,,remote,0.07643339037895203,,
1,50,consider,0.473527193069458,product,0.689334511756897
1,,changing,0.14552432298660278,,
1,,the,0.031888850033283234,,
1,,remote,0.03817214071750641,,
1,,t,0.011656778864562511,,
1,,##mp,0.033161915838718414,,
1,51,changing,0.4166584610939026,testbed,0.37022942304611206
1,,the,0.0755200982093811,,
1,,remote,0.03861337900161743,,
1,,t,0.017223654314875603,,
1,,##mp,0.02365182340145111,,
1,,path,0.04096923768520355,,
1,52,the,0.23045989871025085,testbed,0.4459449350833893
1,,remote,0.05514373630285263,,
1,,t,0.022770768031477928,,
1,,##mp,0.030246375128626823,,
1,,path,0.09453243017196655,,
1,,in,0.26837286353111267,,
1,53,remote,0.16878068447113037,testbed,0.48127880692481995
1,,t,0.021205825731158257,,
1,,##mp,0.025471355766057968,,
1,,path,0.067021943628788,,
1,,in,0.10164466500282288,,
1,,an,0.024415891617536545,,
1,,##sible,0.1680053174495697,,
1,54,t,0.05647102743387222,testbed,0.523746132850647
1,,##mp,0.0556938573718071,,
1,,path,0.13686421513557434,,
1,,in,0.16583344340324402,,
1,,an,0.023333337157964706,,
1,,##sible,0.09078773111104965,,
1,,configuration,0.06807263195514679,,
1,55,path,0.09921550750732422,product,0.3803791403770447
1,,in,0.037125878036022186,,
1,,an,0.012113623321056366,,
1,,##sible,0.04877650365233421,,
1,,configuration,0.03148667514324188,,
1,,to,0.45770034193992615,,
1,56,in,0.07914023846387863,product,0.36030831933021545
1,,an,0.023059718310832977,,
1,,##sible,0.10877744853496552,,
1,,configuration,0.10176663100719452,,
1,,to,0.2002013623714447,,
1,,a,0.20155063271522522,,
1,57,an,0.05292145162820816,product,0.4459696114063263
1,,##sible,0.15625038743019104,,
1,,configuration,0.1187104806303978,,
1,,to,0.23213955760002136,,
1,,a,0.0603177510201931,,
1,,path,0.0388750284910202,,
1,58,configuration,0.23908916115760803,product,0.4884398281574249
1,,to,0.14655575156211853,,
1,,a,0.08974717557430267,,
1,,path,0.037390049546957016,,
1,,rooted,0.15392747521400452,,
1,59,to,0.26786017417907715,product,0.48668816685676575
1,,a,0.10571756958961487,,
1,,path,0.09448856115341187,,
1,,rooted,0.08760534226894379,,
1,,in,0.10960264503955841,,
1,60,a,0.2671884298324585,product,0.5010508298873901
1,,path,0.12459379434585571,,
1,,rooted,0.12677787244319916,,
1,,in,0.06013873219490051,,
1,,t,0.024037864059209824,,
1,,##mp,0.09242910146713257,,
1,61,path,0.17947885394096375,testcase,0.40924763679504395
1,,rooted,0.20361697673797607,,
1,,in,0.07110340148210526,,
1,,t,0.019971739500761032,,
1,,##mp,0.03212844952940941,,
1,,for,0.17966948449611664,,
1,62,rooted,0.2713457942008972,product,0.61238694190979
1,,in,0.06831106543540955,,
1,,t,0.026140375062823296,,
1,,##mp,0.040413398295640945,,
1,,for,0.08852498233318329,,
1,,more,0.18262183666229248,,
1,63,in,0.21135547757148743,product,0.6158619523048401
1,,t,0.02718271315097809,,
1,,##mp,0.04913928359746933,,
1,,for,0.13397428393363953,,
1,,more,0.08238419890403748,,
1,,error,0.15711656212806702,,
1,64,t,0.039102211594581604,product,0.8701872825622559
1,,##mp,0.06777464598417282,,
1,,for,0.2257460355758667,,
1,,more,0.08903216570615768,,
1,,error,0.11012165248394012,,
1,,information,0.1038067489862442,,
1,65,for,0.03941506892442703,usererror,0.642300546169281
1,,more,0.015021099708974361,,
1,,error,0.05542886257171631,,
1,,information,0.025833863765001297,,
1,,use,0.028739845380187035,,
1,66,more,0.05677736550569534,product,0.5101323127746582
1,,error,0.06899833679199219,,
1,,information,0.03527164086699486,,
1,,use,0.05359429121017456,,
1,,v,0.17025628685951233,,
1,67,error,0.10548268258571625,product,0.5681661367416382
1,,information,0.03291914984583855,,
1,,use,0.12948429584503174,,
1,,v,0.17423871159553528,,
1,,v,0.2723000645637512,,
1,68,information,0.04308813065290451,product,0.4324595332145691
1,,use,0.11625401675701141,,
1,,v,0.16569465398788452,,
1,,v,0.12004964053630829,,
1,,v,0.2449602484703064,,
1,69,use,0.19825713336467743,product,0.7822141647338867
1,,v,0.12006260454654694,,
1,,v,0.09605193138122559,,
1,,v,0.0828782469034195,,
1,,failed,0.2597612738609314,,
1,70,v,0.1498270332813263,product,0.5781630873680115
1,,v,0.13617075979709625,,
1,,v,0.1699853241443634,,
1,,failed,0.1439465433359146,,
1,,command,0.10022526979446411,,
1,71,v,0.10870139300823212,product,0.6502251029014587
1,,v,0.1069008931517601,,
1,,failed,0.19606250524520874,,
1,,command,0.06004158779978752,,
1,,was,0.3450435996055603,,
1,72,v,0.07926378399133682,testcase,0.7132283449172974
1,,failed,0.19992300868034363,,
1,,command,0.04403555393218994,,
1,,was,0.2558881938457489,,
1,,u,0.19731006026268005,,
1,73,failed,0.28819945454597473,testcase,0.6658018827438354
1,,command,0.04785052686929703,,
1,,was,0.20334629714488983,,
1,,u,0.05849984288215637,,
1,,mask,0.1652417629957199,,
1,74,command,0.12070637941360474,testcase,0.9683492183685303
1,,was,0.19783973693847656,,
1,,u,0.09627415984869003,,
1,,mask,0.17595481872558594,,
1,,number,0.1575528383255005,,
1,75,was,0.3002578914165497,testcase,0.9216160178184509
1,,u,0.06517492234706879,,
1,,mask,0.1313048005104065,,
1,,number,0.14762014150619507,,
1,,mk,0.04385712742805481,,
1,,##di,0.021039888262748718,,
1,,##r,0.07291082292795181,,
1,76,u,0.08578284829854965,testcase,0.9213170409202576
1,,mask,0.18179404735565186,,
1,,number,0.22241616249084473,,
1,,mk,0.054361581802368164,,
1,,##di,0.025637924671173096,,
1,,##r,0.05553855746984482,,
1,,p,0.08786842226982117,,
1,77,mask,0.17161822319030762,testcase,0.904579758644104
1,,number,0.18615522980690002,,
1,,mk,0.04618958383798599,,
1,,##di,0.02364348992705345,,
1,,##r,0.0473732054233551,,
1,,p,0.026096990332007408,,
1,,echo,0.19844329357147217,,
1,78,number,0.3019419312477112,testcase,0.8654773235321045
1,,mk,0.057014934718608856,,
1,,##di,0.020277751609683037,,
1,,##r,0.049744896590709686,,
1,,p,0.025253459811210632,,
1,,echo,0.13883303105831146,,
1,,v,0.017037013545632362,,
1,,##m,0.012717530131340027,,
1,,##fs,0.07845070958137512,,
1,79,mk,0.04728741571307182,product,0.43062731623649597
1,,##di,0.027091791853308678,,
1,,##r,0.0455167219042778,,
1,,p,0.028421398252248764,,
1,,echo,0.10020023584365845,,
1,,v,0.0243321992456913,,
1,,##m,0.01991940103471279,,
1,,##fs,0.0398767814040184,,
1,,volumes,0.2989256978034973,,
1,80,p,0.07451560348272324,product,0.5037602186203003
1,,echo,0.113392174243927,,
1,,v,0.021824415773153305,,
1,,##m,0.015164917334914207,,
1,,##fs,0.03815460950136185,,
1,,volumes,0.13755640387535095,,
1,,data,0.19252514839172363,,
1,81,echo,0.14185497164726257,testbed,0.5204273462295532
1,,v,0.01858898438513279,,
1,,##m,0.012559126131236553,,
1,,##fs,0.03338373452425003,,
1,,volumes,0.06082051247358322,,
1,,data,0.050238948315382004,,
1,,store,0.12864814698696136,,
1,82,v,0.0353732705116272,testcase,0.43363451957702637
1,,##m,0.01795298233628273,,
1,,##fs,0.06022532284259796,,
1,,volumes,0.09198972582817078,,
1,,data,0.0503375343978405,,
1,,store,0.07082509994506836,,
1,,number,0.23514334857463837,,
1,83,volumes,0.08317957818508148,testcase,0.6551096439361572
1,,data,0.054619401693344116,,
1,,store,0.06181837245821953,,
1,,number,0.2625569701194763,,
1,,mk,0.06681133806705475,,
1,,##di,0.045553021132946014,,
1,,##r,0.08301245421171188,,
1,84,data,0.04702823981642723,testcase,0.872920572757721
1,,store,0.04771266505122185,,
1,,number,0.22792498767375946,,
1,,mk,0.044710129499435425,,
1,,##di,0.02942408248782158,,
1,,##r,0.04877147823572159,,
1,,echo,0.16159039735794067,,
1,85,store,0.11561454832553864,testcase,0.9526473879814148
1,,number,0.1585313230752945,,
1,,mk,0.041316308081150055,,
1,,##di,0.02478400617837906,,
1,,##r,0.039986856281757355,,
1,,echo,0.16053703427314758,,
1,,v,0.021751975640654564,,
1,,##m,0.014559153467416763,,
1,,##fs,0.11752399057149887,,
1,86,number,0.239763081073761,testcase,0.5126078128814697
1,,mk,0.04038172960281372,,
1,,##di,0.022175084799528122,,
1,,##r,0.034777455031871796,,
1,,echo,0.1542450487613678,,
1,,v,0.013573355972766876,,
1,,##m,0.01066133938729763,,
1,,##fs,0.029096610844135284,,
1,,volumes,0.19806484878063202,,
1,87,mk,0.02778218500316143,usererror,0.3328694999217987
1,,##di,0.015092384070158005,,
1,,##r,0.023456891998648643,,
1,,echo,0.06123549863696098,,
1,,v,0.014357793144881725,,
1,,##m,0.010500986129045486,,
1,,##fs,0.02225302904844284,,
1,,volumes,0.08505575358867645,,
1,,data,0.10301996767520905,,
1,88,echo,0.14185497164726257,testbed,0.5204273462295532
1,,v,0.01858898438513279,,
1,,##m,0.012559126131236553,,
1,,##fs,0.03338373452425003,,
1,,volumes,0.06082051247358322,,
1,,data,0.050238948315382004,,
1,,store,0.12864814698696136,,
1,89,v,0.0353732705116272,testcase,0.43363451957702637
1,,##m,0.01795298233628273,,
1,,##fs,0.06022532284259796,,
1,,volumes,0.09198972582817078,,
1,,data,0.0503375343978405,,
1,,store,0.07082509994506836,,
1,,number,0.23514334857463837,,
1,90,volumes,0.08457716554403305,testcase,0.9196839332580566
1,,data,0.04413945972919464,,
1,,store,0.06511976569890976,,
1,,number,0.23148402571678162,,
1,,an,0.047003500163555145,,
1,,##sible,0.2383968085050583,,
1,91,data,0.0256921648979187,testcase,0.9595107436180115
1,,store,0.03613227233290672,,
1,,number,0.19943438470363617,,
1,,an,0.039421446621418,,
1,,##sible,0.2507619857788086,,
1,,t,0.0352410152554512,,
1,,##mp,0.07042460143566132,,
1,92,store,0.10984158515930176,testcase,0.9722439050674438
1,,number,0.15625259280204773,,
1,,an,0.03526940941810608,,
1,,##sible,0.2198498249053955,,
1,,t,0.022269483655691147,,
1,,##mp,0.020533695816993713,,
1,,he,0.027153611183166504,,
1,,##x,0.10892309993505478,,
1,93,number,0.2357151210308075,testcase,0.9787611961364746
1,,an,0.03742067143321037,,
1,,##sible,0.1953953206539154,,
1,,t,0.019060607999563217,,
1,,##mp,0.022340981289744377,,
1,,he,0.017896324396133423,,
1,,##x,0.054345738142728806,,
1,,id,0.16562730073928833,,
1,94,an,0.0506054162979126,testcase,0.9441043734550476
1,,##sible,0.2610015869140625,,
1,,t,0.027280038222670555,,
1,,##mp,0.027037501335144043,,
1,,he,0.029488613829016685,,
1,,##x,0.06777739524841309,,
1,,id,0.0891508162021637,,
1,,number,0.1920880377292633,,
1,95,t,0.05951514095067978,testcase,0.964431881904602
1,,##mp,0.05496956408023834,,
1,,he,0.03852955251932144,,
1,,##x,0.07880489528179169,,
1,,id,0.17546963691711426,,
1,,number,0.1367419958114624,,
1,,times,0.05731487274169922,,
1,,##tam,0.03340484946966171,,
1,,##p,0.054281316697597504,,
1,96,he,0.058003127574920654,testcase,0.9760366082191467
1,,##x,0.09533962607383728,,
1,,id,0.14677928388118744,,
1,,number,0.11129691451787949,,
1,,times,0.05647990107536316,,
1,,##tam,0.018796619027853012,,
1,,##p,0.041078537702560425,,
1,,echo,0.2268601357936859,,
1,97,id,0.17698991298675537,testcase,0.943152666091919
1,,number,0.11615624278783798,,
1,,times,0.059229832142591476,,
1,,##tam,0.019647514447569847,,
1,,##p,0.044182032346725464,,
1,,echo,0.17390629649162292,,
1,,an,0.033187221735715866,,
1,,##sible,0.20231318473815918,,
1,98,number,0.15791121125221252,testcase,0.9280570149421692
1,,times,0.05597757548093796,,
1,,##tam,0.017229288816452026,,
1,,##p,0.051727861166000366,,
1,,echo,0.19703558087348938,,
1,,an,0.020870711654424667,,
1,,##sible,0.15575885772705078,,
1,,t,0.03307551145553589,,
1,,##mp,0.09698857367038727,,
1,99,times,0.05239495635032654,testcase,0.7371882796287537
1,,##tam,0.014950338751077652,,
1,,##p,0.09512859582901001,,
1,,echo,0.22037874162197113,,
1,,an,0.021862797439098358,,
1,,##sible,0.09957970678806305,,
1,,t,0.026209380477666855,,
1,,##mp,0.04196427762508392,,
1,,he,0.024721061810851097,,
1,,##x,0.12824909389019012,,
1,100,echo,0.1921720802783966,testcase,0.890543520450592
1,,an,0.02060728892683983,,
1,,##sible,0.08254320919513702,,
1,,t,0.025701245293021202,,
1,,##mp,0.028808800503611565,,
1,,he,0.015561193227767944,,
1,,##x,0.05214224383234978,,
1,,id,0.26490509510040283,,
1,101,an,0.0506054162979126,testcase,0.9441043734550476
1,,##sible,0.2610015869140625,,
1,,t,0.027280038222670555,,
1,,##mp,0.027037501335144043,,
1,,he,0.029488613829016685,,
1,,##x,0.06777739524841309,,
1,,id,0.0891508162021637,,
1,,number,0.1920880377292633,,
1,102,t,0.05951514095067978,testcase,0.964431881904602
1,,##mp,0.05496956408023834,,
1,,he,0.03852955251932144,,
1,,##x,0.07880489528179169,,
1,,id,0.17546963691711426,,
1,,number,0.1367419958114624,,
1,,times,0.05731487274169922,,
1,,##tam,0.03340484946966171,,
1,,##p,0.054281316697597504,,
1,103,he,0.058003127574920654,testcase,0.9760366082191467
1,,##x,0.09533962607383728,,
1,,id,0.14677928388118744,,
1,,number,0.11129691451787949,,
1,,times,0.05647990107536316,,
1,,##tam,0.018796619027853012,,
1,,##p,0.041078537702560425,,
1,,echo,0.2268601357936859,,
1,104,id,0.2116135060787201,testcase,0.9714816212654114
1,,number,0.11107852309942245,,
1,,times,0.044243376702070236,,
1,,##tam,0.012434165924787521,,
1,,##p,0.03501245379447937,,
1,,echo,0.220112606883049,,
1,,v,0.019696254283189774,,
1,,##m,0.011941321194171906,,
1,,##fs,0.10851167142391205,,
1,105,number,0.18189021944999695,product,0.7127962708473206
1,,times,0.04541719704866409,,
1,,##tam,0.014383005909621716,,
1,,##p,0.02422483265399933,,
1,,echo,0.16779856383800507,,
1,,v,0.02780894562602043,,
1,,##m,0.01889951527118683,,
1,,##fs,0.04279543459415436,,
1,,volumes,0.17736294865608215,,
1,106,times,0.014306895434856415,usererror,0.5439513921737671
1,,##tam,0.008156364783644676,,
1,,##p,0.012265156023204327,,
1,,echo,0.07327469438314438,,
1,,v,0.015763288363814354,,
1,,##m,0.010067249648272991,,
1,,##fs,0.020859090611338615,,
1,,volumes,0.05578777939081192,,
1,,data,0.07646848261356354,,
1,107,echo,0.14185497164726257,testbed,0.5204273462295532
1,,v,0.01858898438513279,,
1,,##m,0.012559126131236553,,
1,,##fs,0.03338373452425003,,
1,,volumes,0.06082051247358322,,
1,,data,0.050238948315382004,,
1,,store,0.12864814698696136,,
1,108,v,0.0353732705116272,testcase,0.43363451957702637
1,,##m,0.01795298233628273,,
1,,##fs,0.06022532284259796,,
1,,volumes,0.09198972582817078,,
1,,data,0.0503375343978405,,
1,,store,0.07082509994506836,,
1,,number,0.23514334857463837,,
1,109,volumes,0.08457716554403305,testcase,0.9196839332580566
1,,data,0.04413945972919464,,
1,,store,0.06511976569890976,,
1,,number,0.23148402571678162,,
1,,an,0.047003500163555145,,
1,,##sible,0.2383968085050583,,
1,110,data,0.0256921648979187,testcase,0.9595107436180115
1,,store,0.03613227233290672,,
1,,number,0.19943438470363617,,
1,,an,0.039421446621418,,
1,,##sible,0.2507619857788086,,
1,,t,0.0352410152554512,,
1,,##mp,0.07042460143566132,,
1,111,store,0.10984158515930176,testcase,0.9722439050674438
1,,number,0.15625259280204773,,
1,,an,0.03526940941810608,,
1,,##sible,0.2198498249053955,,
1,,t,0.022269483655691147,,
1,,##mp,0.020533695816993713,,
1,,he,0.027153611183166504,,
1,,##x,0.10892309993505478,,
1,112,number,0.2357151210308075,testcase,0.9787611961364746
1,,an,0.03742067143321037,,
1,,##sible,0.1953953206539154,,
1,,t,0.019060607999563217,,
1,,##mp,0.022340981289744377,,
1,,he,0.017896324396133423,,
1,,##x,0.054345738142728806,,
1,,id,0.16562730073928833,,
1,113,an,0.0506054162979126,testcase,0.9441043734550476
1,,##sible,0.2610015869140625,,
1,,t,0.027280038222670555,,
1,,##mp,0.027037501335144043,,
1,,he,0.029488613829016685,,
1,,##x,0.06777739524841309,,
1,,id,0.0891508162021637,,
1,,number,0.1920880377292633,,
1,114,t,0.05951514095067978,testcase,0.964431881904602
1,,##mp,0.05496956408023834,,
1,,he,0.03852955251932144,,
1,,##x,0.07880489528179169,,
1,,id,0.17546963691711426,,
1,,number,0.1367419958114624,,
1,,times,0.05731487274169922,,
1,,##tam,0.03340484946966171,,
