name,raw,category,processed,priority,target,note,label
__Ansible_Regression_RHEL_9_x-12_logs_failed_tasks_log.1,"2021-11-26 03:44:28,026 | Failed at Play [gosc_perl_staticip] ************************
2021-11-26 03:44:28,026 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_9.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play go sc perl static ip
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 9 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_8_x-14_logs_failed_tasks_log.22,"[deepdive|checkvm|screenshot]

2021-12-01 18:18:32,001 | Failed at Play [lsilogic_vhba_device_ops] ******************
2021-12-01 18:18:32,001 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_8.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play lsi logic v hba device ops
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 8 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_8_x-14_logs_failed_tasks_log.25,"2021-12-01 19:29:30,001 | Failed at Play [nvme_vhba_device_ops] **********************
2021-12-01 19:29:30,001 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_8.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play nvme v hba device ops
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 8 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_9_x-17_logs_failed_tasks_log.2,"2021-12-02 18:47:01,002 | Failed at Play [gosc_cloudinit_staticip] *******************
2021-12-02 18:47:01,002 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_9.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play go sc cloud init static ip
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 9 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_8_x-14_logs_failed_tasks_log.13,"2021-12-01 14:43:54,001 | Failed at Play [secureboot_enable_disable] *****************
2021-12-01 14:43:54,001 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_8.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play secure boot enable disable
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 8 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_8_x-14_logs_failed_tasks_log.14,"2021-12-01 15:07:34,001 | Failed at Play [e1000e_network_device_ops] *****************
2021-12-01 15:07:34,001 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_8.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play network device ops
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 8 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_8_x-14_logs_failed_tasks_log.9,"2021-12-01 13:09:06,001 | Failed at Play [cpu_hot_add_basic] *************************
2021-12-01 13:09:06,001 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_8.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play cpu hot add basic
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 8 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_9_x-16_logs_failed_tasks_log.1,"2021-12-02 14:12:46,002 | Failed at Play [gosc_perl_staticip] ************************
2021-12-02 14:12:46,002 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_9.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play go sc perl static ip
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 9 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_9_x-19_logs_failed_tasks_log.1,"2021-12-06 10:14:26,006 | Failed at Play [gosc_perl_staticip] ************************
2021-12-06 10:14:26,006 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_9.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play go sc perl static ip
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 9 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Cycle_Ubuntu_20_04_3_ISO-9_logs_failed_tasks_log.0,"2021-11-30 11:49:32,030 | Failed at Play [deploy_vm_efi_paravirtual_vmxnet3] *********
2021-11-30 11:49:32,030 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Cycle_Ubuntu_20.04.3_ISO/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table
2021-11-30 11:50:44,030 | TASK [Exit testing when exit_testing_when_fail is set True] 
task path: /home/worker/workspace/Ansible_Cycle_Ubuntu_20.04.3_ISO/ansible-vsphere-gos-validation/linux/setup/test_rescue.yml:52
fatal: [localhost]: FAILED! => Failed to run test case deploy_vm_efi_paravirtual_vmxnet3",vm_wait_guest_ip,"timestamp failed at play deploy vm efi para virtual vmxnet 3
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible cycle ubuntu version id iso ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
timestamp task exit testing when exit testing when fail is set true
task path home worker workspace ansible cycle ubuntu version id iso ansible vsphere gos validation linux setup test rescue yml 52
fatal localhost failed failed to run test case deploy vm efi para virtual vmxnet 3
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_9_x-9_logs_failed_tasks_log.1,"2021-11-25 11:12:32,025 | Failed at Play [gosc_perl_staticip] ************************
2021-11-25 11:12:32,025 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_9.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play go sc perl static ip
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 9 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_9_x-15_logs_failed_tasks_log.2,"2021-12-02 09:48:26,002 | Failed at Play [gosc_cloudinit_staticip] *******************
2021-12-02 09:48:26,002 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_9.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play go sc cloud init static ip
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 9 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_9_x-14_logs_failed_tasks_log.1,"2021-12-01 13:15:37,001 | Failed at Play [gosc_perl_staticip] ************************
2021-12-01 13:15:37,001 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_9.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play go sc perl static ip
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 9 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_Photon_4_0_OVA-11_logs_failed_tasks_log.1,"2021-12-07 08:19:55,007 | Failed at Play [gosc_perl_staticip] ************************
2021-12-07 08:19:55,007 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_Photon_4.0_OVA/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play go sc perl static ip
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression photon 4 0 ova ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Cycle_Ubuntu_20_04_3_ISO-10_logs_failed_tasks_log.0,"[deepdive|screenshot|checkvm|deploy]


2021-11-30 11:49:46,030 | Failed at Play [deploy_vm_efi_paravirtual_vmxnet3] *********
2021-11-30 11:49:46,030 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Cycle_Ubuntu_20.04.3_ISO/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table
2021-11-30 11:50:54,030 | TASK [Exit testing when exit_testing_when_fail is set True] 
task path: /home/worker/workspace/Ansible_Cycle_Ubuntu_20.04.3_ISO/ansible-vsphere-gos-validation/linux/setup/test_rescue.yml:52
fatal: [localhost]: FAILED! => Failed to run test case deploy_vm_efi_paravirtual_vmxnet3",vm_wait_guest_ip,"timestamp failed at play deploy vm efi para virtual vmxnet 3
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible cycle ubuntu version id iso ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
timestamp task exit testing when exit testing when fail is set true
task path home worker workspace ansible cycle ubuntu version id iso ansible vsphere gos validation linux setup test rescue yml 52
fatal localhost failed failed to run test case deploy vm efi para virtual vmxnet 3
",retry,gosc,,retry.gosc
__Ansible_Regression_Photon_4_0_OVA-11_logs_failed_tasks_log.0,"[product|bug|gosc]

2021-12-07 07:51:36,007 | Failed at Play [gosc_perl_dhcp] ****************************
2021-12-07 07:51:36,007 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_Photon_4.0_OVA/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play go sc perl dhcp
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression photon 4 0 ova ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_9_x-20_logs_failed_tasks_log.2,"2021-12-07 07:46:36,007 | Failed at Play [gosc_cloudinit_staticip] *******************
2021-12-07 07:46:36,007 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_9.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play go sc cloud init static ip
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 9 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_9_x-12_logs_failed_tasks_log.2,"2021-11-26 04:26:02,026 | Failed at Play [gosc_cloudinit_staticip] *******************
2021-11-26 04:26:02,026 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_9.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play go sc cloud init static ip
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 9 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_8_x-14_logs_failed_tasks_log.11,"2021-12-01 13:56:27,001 | Failed at Play [memory_hot_add_basic] **********************
2021-12-01 13:56:27,001 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_8.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play memory hot add basic
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 8 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_8_x-14_logs_failed_tasks_log.16,"2021-12-01 15:55:10,001 | Failed at Play [cpu_multicores_per_socket] *****************
2021-12-01 15:55:10,001 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_8.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play cpu multi cores per socket
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 8 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_8_x-14_logs_failed_tasks_log.20,"2021-12-01 17:30:41,001 | Failed at Play [gosc_cloudinit_staticip] *******************
2021-12-01 17:30:41,001 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_8.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play go sc cloud init static ip
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 8 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_8_x-14_logs_failed_tasks_log.18,"2021-12-01 16:42:44,001 | Failed at Play [gosc_perl_staticip] ************************
2021-12-01 16:42:44,001 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_8.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play go sc perl static ip
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 8 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_8_x-14_logs_failed_tasks_log.26,"2021-12-01 19:53:09,001 | Failed at Play [ovt_verify_uninstall] **********************
2021-12-01 19:53:09,001 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_8.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play ovt verify un install
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 8 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_9_x-17_logs_failed_tasks_log.1,"2021-12-02 18:32:13,002 | Failed at Play [gosc_perl_staticip] ************************
2021-12-02 18:32:13,002 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_9.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play go sc perl static ip
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 9 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_8_x-14_logs_failed_tasks_log.19,"2021-12-01 17:06:26,001 | Failed at Play [gosc_cloudinit_dhcp] ***********************
2021-12-01 17:06:26,001 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_8.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play go sc cloud init dhcp
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 8 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_8_x-14_logs_failed_tasks_log.21,"2021-12-01 17:54:17,001 | Failed at Play [paravirtual_vhba_device_ops] ***************
2021-12-01 17:54:17,001 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_8.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play para virtual v hba device ops
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 8 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_8_x-14_logs_failed_tasks_log.17,"2021-12-01 16:19:03,001 | Failed at Play [gosc_perl_dhcp] ****************************
2021-12-01 16:19:03,001 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_8.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play go sc perl dhcp
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 8 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_8_x-14_logs_failed_tasks_log.10,"2021-12-01 13:32:44,001 | Failed at Play [check_quiesce_snapshot_custom_script] ******
2021-12-01 13:32:44,001 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_8.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play check quiesce snapshot custom script
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 8 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_9_x-19_logs_failed_tasks_log.2,"2021-12-06 10:28:14,006 | Failed at Play [gosc_cloudinit_staticip] *******************
2021-12-06 10:28:14,006 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_9.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play go sc cloud init static ip
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 9 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Regression_RHEL_9_x-16_logs_failed_tasks_log.2,"2021-12-02 14:31:27,002 | Failed at Play [gosc_cloudinit_staticip] *******************
2021-12-02 14:31:27,002 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_9.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip,"timestamp failed at play go sc cloud init static ip
timestamp task wait for vmware tools collecting guest info
task path home worker workspace ansible regression rhel 9 x ansible vsphere gos validation common vm wait guest ip yml 22
fatal localhost failed hardware configuration table
",retry,gosc,,retry.gosc
__Ansible_Autoinstall_CentOS_8_x-14_logs_failed_tasks_log.0,"2021-12-06 06:46:18,006 | Failed at Play [deploy_vm_efi_paravirtual_vmxnet3] *********
2021-12-06 06:46:18,006 | TASK [Check VM 'test_vm_1638768091724' IP address] *********
task path: /home/worker/workspace/Ansible_Autoinstall_CentOS_8.x/ansible-vsphere-gos-validation/common/vm_get_ip.yml:36
fatal: [localhost]: FAILED! => Failed to get VM 'test_vm_1638768091724' IP Address
2021-12-06 06:46:48,006 | TASK [Exit testing when exit_testing_when_fail is set True] 
task path: /home/worker/workspace/Ansible_Autoinstall_CentOS_8.x/ansible-vsphere-gos-validation/linux/setup/test_rescue.yml:52
fatal: [localhost]: FAILED! => Failed to run test case deploy_vm_efi_paravirtual_vmxnet3",ip_address,"timestamp failed at play deploy vm efi para virtual vmxnet 3
timestamp task check vm test vm 1638768091724 ip address
task path home worker workspace ansible auto install centos 8 x ansible vsphere gos validation common vm get ip yml 36
fatal localhost failed failed to get vm test vm 1638768091724 ip address
timestamp task exit testing when exit testing when fail is set true
task path home worker workspace ansible auto install centos 8 x ansible vsphere gos validation linux setup test rescue yml 52
fatal localhost failed failed to run test case deploy vm efi para virtual vmxnet 3
",deepdive,checkvm,,deepdive.checkvm
__Ansible_Regression_OracleLinux_8_x-5_logs_failed_tasks_log.0,"2021-12-01 12:48:09,001 | Failed at Play [deploy_vm_efi_nvme_vmxnet3] ****************
2021-12-01 12:48:09,001 | TASK [Check VM 'test_vm' IP address] ***********************
task path: /home/worker/workspace/Ansible_Regression_OracleLinux_8.x/ansible-vsphere-gos-validation/common/vm_get_ip.yml:36
fatal: [localhost]: FAILED! => Failed to get VM 'test_vm' IP Address
2021-12-01 12:49:13,001 | TASK [Exit testing when exit_testing_when_fail is set True] 
task path: /home/worker/workspace/Ansible_Regression_OracleLinux_8.x/ansible-vsphere-gos-validation/linux/setup/test_rescue.yml:52
fatal: [localhost]: FAILED! => Failed to run test case deploy_vm_efi_nvme_vmxnet3",ip_address,"timestamp failed at play deploy vm efi nvme vmxnet 3
timestamp task check vm test vm ip address
task path home worker workspace ansible regression oracle linux 8 x ansible vsphere gos validation common vm get ip yml 36
fatal localhost failed failed to get vm test vm ip address
timestamp task exit testing when exit testing when fail is set true
task path home worker workspace ansible regression oracle linux 8 x ansible vsphere gos validation linux setup test rescue yml 52
fatal localhost failed failed to run test case deploy vm efi nvme vmxnet 3
",deepdive,checkvm,,deepdive.checkvm
__Ansible_Autoinstall_CentOS_8_x-13_logs_failed_tasks_log.0,"2021-12-06 04:07:42,006 | Failed at Play [deploy_vm_efi_paravirtual_vmxnet3] *********
2021-12-06 04:07:42,006 | TASK [Check VM 'test_vm' IP address] ***********************
task path: /home/worker/workspace/Ansible_Autoinstall_CentOS_8.x/ansible-vsphere-gos-validation/common/vm_get_ip.yml:36
fatal: [localhost]: FAILED! => Failed to get VM 'test_vm' IP Address
2021-12-06 04:08:15,006 | TASK [Exit testing when exit_testing_when_fail is set True] 
task path: /home/worker/workspace/Ansible_Autoinstall_CentOS_8.x/ansible-vsphere-gos-validation/linux/setup/test_rescue.yml:52
fatal: [localhost]: FAILED! => Failed to run test case deploy_vm_efi_paravirtual_vmxnet3",ip_address,"timestamp failed at play deploy vm efi para virtual vmxnet 3
timestamp task check vm test vm ip address
task path home worker workspace ansible auto install centos 8 x ansible vsphere gos validation common vm get ip yml 36
fatal localhost failed failed to get vm test vm ip address
timestamp task exit testing when exit testing when fail is set true
task path home worker workspace ansible auto install centos 8 x ansible vsphere gos validation linux setup test rescue yml 52
fatal localhost failed failed to run test case deploy vm efi para virtual vmxnet 3
",deepdive,checkvm,[deepdive|snapshot|checkvm|ippool|stuck],deepdive.checkvm
__Ansible_Windows_Server_LTSC_64bit_70U1_SATA_BIOS-2_logs_failed_tasks_log.0,"2021-12-08 09:28:55,008 | Failed at Play [deploy_vm_bios_sata_e1000e] ****************
2021-12-08 09:28:55,008 | TASK [Check VM 'test_vm_1638950974124' IP address] *********
task path: /home/worker/workspace/Ansible_Windows_Server_LTSC_64bit_70U1_SATA_BIOS/ansible-vsphere-gos-validation/common/vm_get_ip.yml:36
fatal: [localhost]: FAILED! => Failed to get VM 'test_vm_1638950974124' IP Address
2021-12-08 09:29:51,008 | TASK [Check if exit testing parameter is set] **************
task path: /home/worker/workspace/Ansible_Windows_Server_LTSC_64bit_70U1_SATA_BIOS/ansible-vsphere-gos-validation/windows/setup/rescue_cleanup.yml:46
fatal: [localhost]: FAILED! => Exit testing when 'exit_testing_when_fail' is set to True",ip_address,"timestamp failed at play deploy vm bios sata
timestamp task check vm test vm 1638950974124 ip address
task path home worker workspace ansible windows server lts c 64b it sata bios ansible vsphere gos validation common vm get ip yml 36
fatal localhost failed failed to get vm test vm 1638950974124 ip address
timestamp task check if exit testing parameter is set
task path home worker workspace ansible windows server lts c 64b it sata bios ansible vsphere gos validation windows setup rescue cleanup yml 46
fatal localhost failed exit testing when exit testing when fail is set to true
",deepdive,checkvm,,deepdive.checkvm
__Ansible_Windows_Server_LTSC_64bit_67U3_LSILogicSAS_EFI-1_logs_failed_tasks_log.0,"2021-12-07 10:13:57,007 | Failed at Play [deploy_vm_efi_lsilogicsas_e1000e] **********
2021-12-07 10:13:57,007 | TASK [Check VM 'test_vm' IP address] ***********************
task path: /home/worker/workspace/Ansible_Windows_Server_LTSC_64bit_67U3_LSILogicSAS_EFI/ansible-vsphere-gos-validation/common/vm_get_ip.yml:36
fatal: [localhost]: FAILED! => Failed to get VM 'test_vm' IP Address
2021-12-07 10:15:16,007 | TASK [Check if exit testing parameter is set] **************
task path: /home/worker/workspace/Ansible_Windows_Server_LTSC_64bit_67U3_LSILogicSAS_EFI/ansible-vsphere-gos-validation/windows/setup/rescue_cleanup.yml:46
fatal: [localhost]: FAILED! => Exit testing when 'exit_testing_when_fail' is set to True",ip_address,"timestamp failed at play deploy vm efi lsi logic sas
timestamp task check vm test vm ip address
task path home worker workspace ansible windows server lts c 64b it lsi logic sas efi ansible vsphere gos validation common vm get ip yml 36
fatal localhost failed failed to get vm test vm ip address
timestamp task check if exit testing parameter is set
task path home worker workspace ansible windows server lts c 64b it lsi logic sas efi ansible vsphere gos validation windows setup rescue cleanup yml 46
fatal localhost failed exit testing when exit testing when fail is set to true
",deepdive,checkvm,,deepdive.checkvm
