name,raw,category,processed,priority,target,comment,label
ansible_gosv_logs_202202_FAILURE_Ansible_Cycle_Ubuntu_20_04_3_ISO-41_failed_tasks_log.0,"2022-02-05 17:36:20,005 | Failed at Play [e1000e_network_device_ops] *****************
2022-02-05 17:36:20,005 | TASK [Apply netplan configuration file for new added nic ens224 in Ubuntu] 
task path: /home/worker/workspace/Ansible_Cycle_Ubuntu_20.04.3_ISO/ansible-vsphere-gos-validation/linux/network_device_ops/enable_new_ethernet.yml:86
fatal: [localhost]: FAILED! => Failed to connect to the host via ssh: ssh: connect to host 10.180.108.80 port 22: No route to host",ssh_to_host_failure_20211220,timestamp failed at play network device ops timestamp task apply net plan configuration file for new added nic in ubuntu fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number no route to host,,,,.
ansible_gosv_logs_202202_FAILURE_Ansible_Cycle_Ubuntu_20_04_3_ISO-41_failed_tasks_log.1,"2022-02-05 19:51:33,005 | Failed at Play [vmxnet3_network_device_ops] ****************
2022-02-05 19:51:33,005 | TASK [Apply netplan configuration file for new added nic ens224 in Ubuntu] 
task path: /home/worker/workspace/Ansible_Cycle_Ubuntu_20.04.3_ISO/ansible-vsphere-gos-validation/linux/network_device_ops/enable_new_ethernet.yml:86
fatal: [localhost]: FAILED! => Failed to connect to the host via ssh: ssh: connect to host 10.180.108.80 port 22: No route to host",ssh_to_host_failure_20211220,timestamp failed at play vmxnet number network device ops timestamp task apply net plan configuration file for new added nic in ubuntu fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number no route to host,,,,.
ansible_gosv_logs_202202_FAILURE_Ansible_Cycle_Ubuntu_21_10_ISO-19_failed_tasks_log.0,"2022-02-08 03:37:08,008 | Failed at Play [e1000e_network_device_ops] *****************
2022-02-08 03:37:08,008 | TASK [Apply netplan configuration file for new added nic ens224 in Ubuntu] 
task path: /home/worker/workspace/Ansible_Cycle_Ubuntu_21.10_ISO/ansible-vsphere-gos-validation/linux/network_device_ops/enable_new_ethernet.yml:86
fatal: [localhost]: FAILED! => Failed to connect to the host via ssh: ssh: connect to host 10.184.87.80 port 22: Connection timed out",ssh_to_host_failure_20211220,timestamp failed at play network device ops timestamp task apply net plan configuration file for new added nic in ubuntu fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number connection timed out,,,,.
ansible_gosv_logs_202202_FAILURE_Ansible_Cycle_Ubuntu_21_10_ISO-19_failed_tasks_log.1,"2022-02-08 05:53:52,008 | Failed at Play [vmxnet3_network_device_ops] ****************
2022-02-08 05:53:52,008 | TASK [Apply netplan configuration file for new added nic ens224 in Ubuntu] 
task path: /home/worker/workspace/Ansible_Cycle_Ubuntu_21.10_ISO/ansible-vsphere-gos-validation/linux/network_device_ops/enable_new_ethernet.yml:86
fatal: [localhost]: FAILED! => Failed to connect to the host via ssh: ssh: connect to host 10.184.87.80 port 22: Connection timed out",ssh_to_host_failure_20211220,timestamp failed at play vmxnet number network device ops timestamp task apply net plan configuration file for new added nic in ubuntu fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number connection timed out,,,,.
ansible_gosv_logs_202202_FAILURE_Ansible_Cycle_Ubuntu_21_10_ISO-20_failed_tasks_log.0,"2022-02-08 12:58:38,008 | Failed at Play [e1000e_network_device_ops] *****************
2022-02-08 12:58:38,008 | TASK [Apply netplan configuration file for new added nic ens224 in Ubuntu] 
task path: /home/worker/workspace/Ansible_Cycle_Ubuntu_21.10_ISO/ansible-vsphere-gos-validation/linux/network_device_ops/enable_new_ethernet.yml:86
fatal: [localhost]: FAILED! => Failed to connect to the host via ssh: ssh: connect to host 10.184.87.80 port 22: Connection timed out",ssh_to_host_failure_20211220,timestamp failed at play network device ops timestamp task apply net plan configuration file for new added nic in ubuntu fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number connection timed out,,,,.
ansible_gosv_logs_202202_FAILURE_Ansible_Cycle_Ubuntu_21_10_ISO-20_failed_tasks_log.1,"2022-02-08 15:15:29,008 | Failed at Play [vmxnet3_network_device_ops] ****************
2022-02-08 15:15:29,008 | TASK [Apply netplan configuration file for new added nic ens224 in Ubuntu] 
task path: /home/worker/workspace/Ansible_Cycle_Ubuntu_21.10_ISO/ansible-vsphere-gos-validation/linux/network_device_ops/enable_new_ethernet.yml:86
fatal: [localhost]: FAILED! => Failed to connect to the host via ssh: ssh: connect to host 10.184.87.80 port 22: Connection timed out",ssh_to_host_failure_20211220,timestamp failed at play vmxnet number network device ops timestamp task apply net plan configuration file for new added nic in ubuntu fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number connection timed out,,,,.
ansible_gosv_logs_FAILURE_Ansible_Cycle_Ubuntu_20_04_3_ISO-34_logs_failed_tasks_log.0,"2022-01-28 08:08:32,028 | Failed at Play [e1000e_network_device_ops] *****************
2022-01-28 08:08:32,028 | TASK [Apply netplan configuration file for new added nic ens224 in Ubuntu] 
task path: /home/worker/workspace/Ansible_Cycle_Ubuntu_20.04.3_ISO/ansible-vsphere-gos-validation/linux/network_device_ops/enable_new_ethernet.yml:86
fatal: [localhost]: FAILED! => Failed to connect to the host via ssh: ssh: connect to host 10.182.6.177 port 22: Connection timed out",ssh_to_host_failure_20211220,timestamp failed at play network device ops timestamp task apply net plan configuration file for new added nic in ubuntu fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number connection timed out,,,,.
ansible_gosv_logs_FAILURE_Ansible_Cycle_Ubuntu_20_04_3_ISO-34_logs_failed_tasks_log.1,"2022-01-28 10:24:34,028 | Failed at Play [vmxnet3_network_device_ops] ****************
2022-01-28 10:24:34,028 | TASK [Apply netplan configuration file for new added nic ens224 in Ubuntu] 
task path: /home/worker/workspace/Ansible_Cycle_Ubuntu_20.04.3_ISO/ansible-vsphere-gos-validation/linux/network_device_ops/enable_new_ethernet.yml:86
fatal: [localhost]: FAILED! => Failed to connect to the host via ssh: ssh: connect to host 10.182.6.177 port 22: Connection timed out",ssh_to_host_failure_20211220,timestamp failed at play vmxnet number network device ops timestamp task apply net plan configuration file for new added nic in ubuntu fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number connection timed out,,,,.
ansible_gosv_logs_202202_FAILURE_Ansible_Cycle_Ubuntu_20_04_3_ISO-46_failed_tasks_log.0,"2022-02-08 01:44:32,008 | Failed at Play [gosc_perl_dhcp] ****************************
2022-02-08 01:44:32,008 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Cycle_Ubuntu_20.04.3_ISO/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip_20211220,timestamp failed at play go sc perl dhcp timestamp task wait for vmware tools collecting guest info fatal localhost failed hardware configuration table,,,,.
ansible_gosv_logs_FAILURE_Ansible_Regression_Photon_3_0_ISO-36_logs_failed_tasks_log.0,"2022-01-26 07:53:12,026 | Failed at Play [gosc_perl_dhcp] ****************************
2022-01-26 07:53:12,026 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_Photon_3.0_ISO/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip_20211220,timestamp failed at play go sc perl dhcp timestamp task wait for vmware tools collecting guest info fatal localhost failed hardware configuration table,,,,.
ansible_gosv_logs_FAILURE_Ansible_Regression_Photon_3_0_ISO-36_logs_failed_tasks_log.1,"2022-01-26 08:07:29,026 | Failed at Play [gosc_perl_staticip] ************************
2022-01-26 08:07:29,026 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_Photon_3.0_ISO/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip_20211220,timestamp failed at play go sc perl static ip timestamp task wait for vmware tools collecting guest info fatal localhost failed hardware configuration table,,,,.
ansible_gosv_logs_FAILURE_Ansible_Regression_RHEL_9_x-50_logs_failed_tasks_log.1,"2022-01-26 04:59:05,026 | Failed at Play [gosc_perl_staticip] ************************
2022-01-26 04:59:05,026 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_9.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip_20211220,timestamp failed at play go sc perl static ip timestamp task wait for vmware tools collecting guest info fatal localhost failed hardware configuration table,,,,.
ansible_gosv_logs_FAILURE_Ansible_Regression_RHEL_9_x-50_logs_failed_tasks_log.2,"2022-01-26 05:14:37,026 | Failed at Play [gosc_cloudinit_staticip] *******************
2022-01-26 05:14:37,026 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_9.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip_20211220,timestamp failed at play go sc cloud init static ip timestamp task wait for vmware tools collecting guest info fatal localhost failed hardware configuration table,,,,.
ansible_gosv_logs_FAILURE_Ansible_Regression_RHEL_9_x-51_logs_failed_tasks_log.1,"2022-01-26 07:54:44,026 | Failed at Play [gosc_perl_staticip] ************************
2022-01-26 07:54:44,026 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_9.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip_20211220,timestamp failed at play go sc perl static ip timestamp task wait for vmware tools collecting guest info fatal localhost failed hardware configuration table,,,,.
ansible_gosv_logs_FAILURE_Ansible_Regression_RHEL_9_x-51_logs_failed_tasks_log.2,"2022-01-26 08:04:59,026 | Failed at Play [gosc_cloudinit_staticip] *******************
2022-01-26 08:04:59,026 | TASK [Wait for VMware Tools collecting guest info] *********
task path: /home/worker/workspace/Ansible_Regression_RHEL_9.x/ansible-vsphere-gos-validation/common/vm_wait_guest_ip.yml:22
fatal: [localhost]: FAILED! => hardware configuration table",vm_wait_guest_ip_20211220,timestamp failed at play go sc cloud init static ip timestamp task wait for vmware tools collecting guest info fatal localhost failed hardware configuration table,,,,.
ansible_gosv_logs_202201_FAILURE_Ansible_SLES_15SP4_65U3_PARAVIRTUAL_E1000E_BIOS-1_failed_tasks_log.1,"2022-01-29 13:37:42,029 | Failed at Play [lsilogic_vhba_device_ops] ******************
2022-01-29 13:37:42,029 | TASK [Wait for device list changed] ************************
task path: /home/worker/workspace/Ansible_SLES_15SP4_65U3_PARAVIRTUAL_E1000E_BIOS/ansible-vsphere-gos-validation/linux/vhba_hot_add_remove/wait_device_list_changed.yml:97
fatal: [localhost]: UNREACHABLE! => Failed to create temporary directory.In some cases, you may have been able to authenticate and did not have permissions on the target directory. Consider changing the remote tmp path in ansible.cfg to a path rooted in ""/tmp"", for more error information use -vvv. Failed command was: ( umask 77 && mkdir -p ""` echo /tmp `""&& mkdir ""` echo /tmp/ansible-tmp-1643463462.515402-9218-254431431294448 `"" && echo ansible-tmp-1643463462.515402-9218-254431431294448=""` echo /tmp/ansible-tmp-1643463462.515402-9218-254431431294448 `"" ), exited with result 1",failed_create_temporary_directory-20220128,timestamp failed at play lsi logic v hba device ops timestamp task wait for device list changed fatal localhost un reachable failed to create temporary directory in some cases you may have been able to authenticate and did not have permissions on the target directory consider changing the remote tmp path in ansible configuration to a path rooted in tmp for more error information use v v v failed command was u mask number mkdir p echo tmp mkdir echo tmp ansible tmp hex id number timestamp echo ansible tmp hex id number timestamp echo tmp ansible tmp hex id number timestamp exited with result number,,,,.
ansible_gosv_logs_202201_FAILURE_Ansible_SLES_15SP4_65U3_PARAVIRTUAL_E1000E_BIOS-2_failed_tasks_log.1,"2022-01-29 15:58:45,029 | Failed at Play [lsilogic_vhba_device_ops] ******************
2022-01-29 15:58:45,029 | TASK [Wait for device list changed] ************************
task path: /home/worker/workspace/Ansible_SLES_15SP4_65U3_PARAVIRTUAL_E1000E_BIOS/ansible-vsphere-gos-validation/linux/vhba_hot_add_remove/wait_device_list_changed.yml:97
fatal: [localhost]: UNREACHABLE! => Failed to create temporary directory.In some cases, you may have been able to authenticate and did not have permissions on the target directory. Consider changing the remote tmp path in ansible.cfg to a path rooted in ""/tmp"", for more error information use -vvv. Failed command was: ( umask 77 && mkdir -p ""` echo /tmp `""&& mkdir ""` echo /tmp/ansible-tmp-1643471925.1537843-2858-176405035316365 `"" && echo ansible-tmp-1643471925.1537843-2858-176405035316365=""` echo /tmp/ansible-tmp-1643471925.1537843-2858-176405035316365 `"" ), exited with result 1",failed_create_temporary_directory-20220128,timestamp failed at play lsi logic v hba device ops timestamp task wait for device list changed fatal localhost un reachable failed to create temporary directory in some cases you may have been able to authenticate and did not have permissions on the target directory consider changing the remote tmp path in ansible configuration to a path rooted in tmp for more error information use v v v failed command was u mask number mkdir p echo tmp mkdir echo tmp ansible tmp hex id number timestamp echo ansible tmp hex id number timestamp echo tmp ansible tmp hex id number timestamp exited with result number,,,,.
ansible_gosv_logs_202201_FAILURE_Ansible_SLES_15SP4_67GA_LSILOGIC_E1000E_BIOS-2_failed_tasks_log.2,"2022-01-29 16:10:23,029 | Failed at Play [lsilogic_vhba_device_ops] ******************
2022-01-29 16:10:23,029 | TASK [Wait for device list changed] ************************
task path: /home/worker/workspace/Ansible_SLES_15SP4_67GA_LSILOGIC_E1000E_BIOS/ansible-vsphere-gos-validation/linux/vhba_hot_add_remove/wait_device_list_changed.yml:97
fatal: [localhost]: UNREACHABLE! => Failed to create temporary directory.In some cases, you may have been able to authenticate and did not have permissions on the target directory. Consider changing the remote tmp path in ansible.cfg to a path rooted in ""/tmp"", for more error information use -vvv. Failed command was: ( umask 77 && mkdir -p ""` echo /tmp `""&& mkdir ""` echo /tmp/ansible-tmp-1643472623.468061-7416-67683665237634 `"" && echo ansible-tmp-1643472623.468061-7416-67683665237634=""` echo /tmp/ansible-tmp-1643472623.468061-7416-67683665237634 `"" ), exited with result 1",failed_create_temporary_directory-20220128,timestamp failed at play lsi logic v hba device ops timestamp task wait for device list changed fatal localhost un reachable failed to create temporary directory in some cases you may have been able to authenticate and did not have permissions on the target directory consider changing the remote tmp path in ansible configuration to a path rooted in tmp for more error information use v v v failed command was u mask number mkdir p echo tmp mkdir echo tmp ansible tmp hex id number timestamp echo ansible tmp hex id number timestamp echo tmp ansible tmp hex id number timestamp exited with result number,,,,.
ansible_gosv_logs_202201_FAILURE_Ansible_SLES_15SP4_67U3_LSILOGIC_E1000E_EFI_SecureBoot-1_failed_tasks_log.0,"2022-01-29 13:02:11,029 | Failed at Play [lsilogic_vhba_device_ops] ******************
2022-01-29 13:02:11,029 | TASK [Wait for device list changed] ************************
task path: /home/worker/workspace/Ansible_SLES_15SP4_67U3_LSILOGIC_E1000E_EFI_SecureBoot/ansible-vsphere-gos-validation/linux/vhba_hot_add_remove/wait_device_list_changed.yml:97
fatal: [localhost]: UNREACHABLE! => Failed to create temporary directory.In some cases, you may have been able to authenticate and did not have permissions on the target directory. Consider changing the remote tmp path in ansible.cfg to a path rooted in ""/tmp"", for more error information use -vvv. Failed command was: ( umask 77 && mkdir -p ""` echo /tmp `""&& mkdir ""` echo /tmp/ansible-tmp-1643461331.499836-9771-77468172314053 `"" && echo ansible-tmp-1643461331.499836-9771-77468172314053=""` echo /tmp/ansible-tmp-1643461331.499836-9771-77468172314053 `"" ), exited with result 1",failed_create_temporary_directory-20220128,timestamp failed at play lsi logic v hba device ops timestamp task wait for device list changed fatal localhost un reachable failed to create temporary directory in some cases you may have been able to authenticate and did not have permissions on the target directory consider changing the remote tmp path in ansible configuration to a path rooted in tmp for more error information use v v v failed command was u mask number mkdir p echo tmp mkdir echo tmp ansible tmp hex id number timestamp echo ansible tmp hex id number timestamp echo tmp ansible tmp hex id number timestamp exited with result number,,,,.
ansible_gosv_logs_202201_FAILURE_Ansible_SLES_15SP4_67U3_LSILOGIC_E1000E_EFI_SecureBoot-2_failed_tasks_log.0,"2022-01-29 15:55:21,029 | Failed at Play [lsilogic_vhba_device_ops] ******************
2022-01-29 15:55:21,029 | TASK [Wait for device list changed] ************************
task path: /home/worker/workspace/Ansible_SLES_15SP4_67U3_LSILOGIC_E1000E_EFI_SecureBoot/ansible-vsphere-gos-validation/linux/vhba_hot_add_remove/wait_device_list_changed.yml:97
fatal: [localhost]: UNREACHABLE! => Failed to create temporary directory.In some cases, you may have been able to authenticate and did not have permissions on the target directory. Consider changing the remote tmp path in ansible.cfg to a path rooted in ""/tmp"", for more error information use -vvv. Failed command was: ( umask 77 && mkdir -p ""` echo /tmp `""&& mkdir ""` echo /tmp/ansible-tmp-1643471721.6945648-1471-90868157571300 `"" && echo ansible-tmp-1643471721.6945648-1471-90868157571300=""` echo /tmp/ansible-tmp-1643471721.6945648-1471-90868157571300 `"" ), exited with result 1",failed_create_temporary_directory-20220128,timestamp failed at play lsi logic v hba device ops timestamp task wait for device list changed fatal localhost un reachable failed to create temporary directory in some cases you may have been able to authenticate and did not have permissions on the target directory consider changing the remote tmp path in ansible configuration to a path rooted in tmp for more error information use v v v failed command was u mask number mkdir p echo tmp mkdir echo tmp ansible tmp hex id number timestamp echo ansible tmp hex id number timestamp echo tmp ansible tmp hex id number timestamp exited with result number,,,,.
ansible_gosv_logs_202201_FAILURE_Ansible_SLES_15SP4_70GA_LSILOGICSAS_VMXNET3_EFI_SecureBoot-1_failed_tasks_log.1,"2022-01-29 13:16:52,029 | Failed at Play [lsilogic_vhba_device_ops] ******************
2022-01-29 13:16:52,029 | TASK [Wait for device list changed] ************************
task path: /home/worker/workspace/Ansible_SLES_15SP4_70GA_LSILOGICSAS_VMXNET3_EFI_SecureBoot/ansible-vsphere-gos-validation/linux/vhba_hot_add_remove/wait_device_list_changed.yml:97
fatal: [localhost]: UNREACHABLE! => Failed to create temporary directory.In some cases, you may have been able to authenticate and did not have permissions on the target directory. Consider changing the remote tmp path in ansible.cfg to a path rooted in ""/tmp"", for more error information use -vvv. Failed command was: ( umask 77 && mkdir -p ""` echo /tmp `""&& mkdir ""` echo /tmp/ansible-tmp-1643462212.227342-9603-272180131600051 `"" && echo ansible-tmp-1643462212.227342-9603-272180131600051=""` echo /tmp/ansible-tmp-1643462212.227342-9603-272180131600051 `"" ), exited with result 1",failed_create_temporary_directory-20220128,timestamp failed at play lsi logic v hba device ops timestamp task wait for device list changed fatal localhost un reachable failed to create temporary directory in some cases you may have been able to authenticate and did not have permissions on the target directory consider changing the remote tmp path in ansible configuration to a path rooted in tmp for more error information use v v v failed command was u mask number mkdir p echo tmp mkdir echo tmp ansible tmp hex id number timestamp echo ansible tmp hex id number timestamp echo tmp ansible tmp hex id number timestamp exited with result number,,,,.
ansible_gosv_logs_202201_FAILURE_Ansible_SLES_15SP4_70GA_LSILOGICSAS_VMXNET3_EFI_SecureBoot-2_failed_tasks_log.1,"2022-01-29 15:57:02,029 | Failed at Play [lsilogic_vhba_device_ops] ******************
2022-01-29 15:57:02,029 | TASK [Wait for device list changed] ************************
task path: /home/worker/workspace/Ansible_SLES_15SP4_70GA_LSILOGICSAS_VMXNET3_EFI_SecureBoot/ansible-vsphere-gos-validation/linux/vhba_hot_add_remove/wait_device_list_changed.yml:97
fatal: [localhost]: UNREACHABLE! => Failed to create temporary directory.In some cases, you may have been able to authenticate and did not have permissions on the target directory. Consider changing the remote tmp path in ansible.cfg to a path rooted in ""/tmp"", for more error information use -vvv. Failed command was: ( umask 77 && mkdir -p ""` echo /tmp `""&& mkdir ""` echo /tmp/ansible-tmp-1643471822.5064158-2002-227699466489332 `"" && echo ansible-tmp-1643471822.5064158-2002-227699466489332=""` echo /tmp/ansible-tmp-1643471822.5064158-2002-227699466489332 `"" ), exited with result 1",failed_create_temporary_directory-20220128,timestamp failed at play lsi logic v hba device ops timestamp task wait for device list changed fatal localhost un reachable failed to create temporary directory in some cases you may have been able to authenticate and did not have permissions on the target directory consider changing the remote tmp path in ansible configuration to a path rooted in tmp for more error information use v v v failed command was u mask number mkdir p echo tmp mkdir echo tmp ansible tmp hex id number timestamp echo ansible tmp hex id number timestamp echo tmp ansible tmp hex id number timestamp exited with result number,,,,.
